01/08/2018,36859,7.21,10.89
02/08/2018,37772,7.55,11.45
01/08/2018,36859,7.21,10.89
02/08/2018,37772,7.55,11.45
01/08/2018,36859,7.21,10.89
02/08/2018,37772,7.55,11.45
