01/08/2018,95373,12.29,17.53
02/08/2018,100246,12.60,18.00
03/08/2018,95505,11.74,16.79
04/08/2018,57371,7.39,10.67
05/08/2018,52887,8.11,11.94
06/08/2018,118795,14.78,20.78
07/08/2018,85378,10.86,15.87
08/08/2018,84915,15.87,23.54
09/08/2018,84867,14.57,21.57
10/08/2018,70054,13.15,19.88
11/08/2018,61797,13.17,20.05
12/08/2018,46194,7.20,10.87
