01/08/2018,933,0.37,0.65
02/08/2018,824,0.32,0.57
03/08/2018,1023,0.39,0.66
04/08/2018,806,0.36,0.57
05/08/2018,404,0.21,0.32
06/08/2018,682,0.32,0.55
07/08/2018,1229,0.60,1.03
08/08/2018,1404,0.67,1.13
09/08/2018,2341,1.29,2.06
10/08/2018,2947,1.52,2.47
11/08/2018,1649,0.97,1.59
12/08/2018,1623,0.97,1.52
