01/08/2018,36859,7.21,10.89
02/08/2018,37772,7.55,11.45
03/08/2018,36169,6.84,10.27
04/08/2018,54605,7.89,11.87
05/08/2018,45844,7.49,11.28
06/08/2018,56776,9.60,14.37
07/08/2018,48540,9.94,15.14
08/08/2018,48777,9.96,15.15
09/08/2018,37141,8.31,12.56
